,PV,load,EV_availability,EV_time_to_departure
2019-01-15 15:00:00,2069.1104921265814,2035.9119946666672,1,3
2019-01-15 16:00:00,1403.931244881845,1865.7957706111115,1,2
2019-01-15 17:00:00,1019.6561010652844,2677.8862627222215,1,1
2019-01-15 18:00:00,191.9038180273695,2383.090822,0,0
2019-01-15 19:00:00,5.727385295566834,2394.1262240000005,1,17
2019-01-15 20:00:00,0.0,2351.995341111112,1,16
2019-01-15 21:00:00,1.9479489676341886,3032.641653611111,1,15
2019-01-15 22:00:00,0.0,4073.9360584999977,1,14
2019-01-15 23:00:00,0.0,2456.3423371666663,1,13
2019-01-16 00:00:00,0.0,1209.486574333333,1,12
2019-01-16 01:00:00,0.0,2169.411828888888,1,11
2019-01-16 02:00:00,0.0,1787.9523958333339,1,10
2019-01-16 03:00:00,0.0,5660.3306301111115,1,9
2019-01-16 04:00:00,51.47259235986203,4392.965073777777,1,8
2019-01-16 05:00:00,577.0568661140792,1165.5609567777774,1,7
2019-01-16 06:00:00,1318.1166414403433,1681.1831415555557,1,6
2019-01-16 07:00:00,4418.492731801843,3420.14255488889,1,5
2019-01-16 08:00:00,6785.013452529401,2568.103031666665,1,4
2019-01-16 09:00:00,8610.565861973391,2167.241663611111,1,3
2019-01-16 10:00:00,9492.406022231466,2110.4520585555556,1,2
2019-01-16 11:00:00,4110.655973228779,5261.262090777778,1,1
2019-01-16 12:00:00,4055.615646256631,3334.071706000001,0,0
2019-01-16 13:00:00,5557.795212524338,4114.593020222223,0,0
2019-01-16 14:00:00,4139.821724620965,3283.3161231111117,0,0
2019-01-16 15:00:00,1644.7031863192906,2571.1881315555547,0,0
2019-01-16 16:00:00,760.4861491222777,2468.2579156666666,0,0
2019-01-16 17:00:00,525.0487091890691,3181.397018333334,0,0
2019-01-16 18:00:00,65.62772811626314,3185.0669347777766,0,0
2019-01-16 19:00:00,0.9403705331258333,2224.702305,1,20
2019-01-16 20:00:00,1.9063279153860315,2374.9516801111113,1,19
2019-01-16 21:00:00,0.9653730564711992,2351.8497924444446,1,18
2019-01-16 22:00:00,1.9469797259951762,6885.314993277777,1,17
2019-01-16 23:00:00,0.0,2018.3537266666672,1,16
2019-01-17 00:00:00,7.922729015308142,1634.2573870000008,1,15
2019-01-17 01:00:00,0.0,1686.028097444444,1,14
2019-01-17 02:00:00,0.0,1314.9686079444446,1,13
2019-01-17 03:00:00,0.0,6396.40807322222,1,12
2019-01-17 04:00:00,12.67841575763602,3670.1208106111117,1,11
2019-01-17 05:00:00,255.38241547929567,1984.682803833334,1,10
2019-01-17 06:00:00,159.82258275484645,1488.2022870555556,1,9
2019-01-17 07:00:00,933.9118105321701,2829.180095000001,1,8
2019-01-17 08:00:00,2426.4990711582345,2035.168917444446,1,7
2019-01-17 09:00:00,4379.098716309382,2036.3366457777777,1,6
2019-01-17 10:00:00,5090.41993533286,3733.0061047222225,1,5
2019-01-17 11:00:00,1391.3706616486286,4416.700792777779,1,4
2019-01-17 12:00:00,6910.314760688181,2393.5747142222226,1,3
2019-01-17 13:00:00,3908.7567470391064,2051.4105068333342,1,2
2019-01-17 14:00:00,2918.2487807648286,2040.7507225000004,1,1
2019-01-17 15:00:00,2977.0563382931423,2405.2612091666674,0,0
2019-01-17 16:00:00,1916.6108155048505,2105.1225175555555,0,0
2019-01-17 17:00:00,553.747055695658,2357.0796289444447,1,15
2019-01-17 18:00:00,10.158381628262468,2225.8801347222216,1,14
2019-01-17 19:00:00,0.0,3282.6511565555556,1,13
2019-01-17 20:00:00,0.0,2439.0055063888885,1,12
2019-01-17 21:00:00,0.9455284192965476,2883.83374261111,1,11
2019-01-17 22:00:00,0.0,6671.215729888891,1,10
2019-01-17 23:00:00,0.0,1484.988019277778,1,9
2019-01-18 00:00:00,0.9553748679976631,1891.5145919444444,1,8
2019-01-18 01:00:00,0.0,1683.532684555555,1,7
2019-01-18 02:00:00,0.0,2138.566082722222,1,6
2019-01-18 03:00:00,0.0,7250.652260055557,1,5
2019-01-18 04:00:00,2.972141215459096,6211.158847833333,1,4
2019-01-18 05:00:00,58.30108001827134,2004.6048668333347,1,3
2019-01-18 06:00:00,164.944726852268,1789.542253722222,1,2
2019-01-18 07:00:00,639.1061259795624,3201.815111055556,1,1
2019-01-18 08:00:00,776.6934699179576,2667.280484555555,0,0
2019-01-18 09:00:00,1057.6841236548757,4684.8160803888895,0,0
2019-01-18 10:00:00,2245.77720977232,3991.0763184444427,1,24
2019-01-18 11:00:00,690.057953840221,5236.636558611111,1,23
2019-01-18 12:00:00,576.3240298480027,4465.793740722222,1,22
2019-01-18 13:00:00,1404.9508901526956,3599.7686654999993,1,21
2019-01-18 14:00:00,385.2075129392738,2877.3037599444433,1,20
2019-01-18 15:00:00,727.0625671541057,2475.6548495000006,1,19
2019-01-18 16:00:00,115.37531321590346,2711.2072193888885,1,18
2019-01-18 17:00:00,56.099016268364636,2636.5195554444435,1,17
2019-01-18 18:00:00,18.572234050738743,3970.9850187777774,1,16
