,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,ev_load,ev_grid ,y_buy,y_sell,y_ch,y_dis,soc,avail,episode
2020-09-10 20:00:00,0.0,1037.040278,0.0,0.0,0.0,0.0,0.0,1037.040278,0.0,-0.0,-0.0,-0.0,1.0,0.4,1.0,1.0
2020-09-10 21:00:00,0.0,1092.4134080000001,0.0,0.0,0.0,3700.0,1092.4134080000001,0.0,0.0,1.0,0.0,1.0000000000000002,0.0,0.3279833140277778,1.0,1.0
2020-09-10 22:00:00,0.0,1080.702514,0.0,0.0,0.0,0.0,0.0,1080.702514,2619.297486,-0.0,1.0,-0.0,1.0,0.5361083140277778,1.0,1.0
2020-09-10 23:00:00,0.0,920.5418993999999,0.0,0.0,0.0,3700.0,920.5418993999999,0.0,0.0,1.0,0.0,1.0,0.0,0.2791638695833334,1.0,1.0
2020-09-11 00:00:00,0.0,660.3026499,0.0,0.0,0.0,0.0,0.0,660.3026499,0.0,0.0,0.0,0.0,1.0,0.4872888695833334,1.0,1.0
2020-09-11 01:00:00,0.0,831.0111421,0.0,0.0,0.0,0.0,0.0,831.0111421,0.0,-0.0,0.0,-0.0,1.0,0.4414345188958334,1.0,1.0
2020-09-11 02:00:00,0.0,1365.934449,0.0,0.0,0.0,0.0,0.0,1365.934449,0.0,-0.0,-0.0,-0.0,1.0,0.38372541180555564,1.0,1.0
2020-09-11 03:00:00,0.0,907.2416667000001,0.0,0.0,0.0,3700.0,907.2416667000001,0.0,0.0,0.9999999999999996,0.0,1.0,0.0,0.2888688528472223,1.0,1.0
2020-09-11 04:00:00,0.0,784.1243017,0.0,0.0,0.0,0.0,0.0,784.1243017,0.0,0.0,0.0,0.0,1.0,0.4969938528472224,1.0,1.0
2020-09-11 05:00:00,123.0946942,701.1787709,0.0,123.0946942,0.0,0.0,0.0,578.0840767,0.0,0.0,0.0,0.0,1.0,0.442540776340278,1.0,1.0
2020-09-11 06:00:00,238.3826361,900.0991619999999,0.0,0.0,238.3826361,0.0,0.0,900.0991619999999,1280.8033239372653,0.0,1.0,0.0,1.0,0.4023960487916669,1.0,1.0
2020-09-11 07:00:00,3000.5420940000004,1236.959666,1249.840324009735,1236.959666,513.7421039902654,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.2509444872682457,1.0,1.0
2020-09-11 08:00:00,5156.354494,1323.973501,3700.0000000000005,1323.973501,132.38099299999976,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,0.3212480054937933,1.0,1.0
2020-09-11 09:00:00,8026.459612999999,1203.4164349999999,3700.0,1203.4164349999999,3123.043177999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5293730054937933,1.0,1.0
2020-09-11 10:00:00,9530.092063,1072.589136,966.7021245547852,1072.589136,7490.800802445215,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7374980054937933,1.0,1.0
2020-09-11 11:00:00,9784.508711,1076.067039,3700.0,1076.067039,5008.441672000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.791875,1.0,1.0
2020-09-11 12:00:00,7474.396629999999,1093.392458,0.0,1093.392458,6381.004171999999,0.0,0.0,0.0,2997.0,0.0,1.0,-0.0,1.0,1.0,1.0,1.0
2020-09-11 13:00:00,9147.567409000001,1166.733612,3700.0,1166.733612,4280.833797000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,0.791875,1.0,1.0
