,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-10-22 10:00:00,5488.7472450000005,690.4134078,3700.0,690.4134077999997,1098.3338372000007,0.0,2.2737367544323206e-13,0.7350240952,1.0,42.0
2020-10-22 11:00:00,4017.784104,703.6201117,539.6144768000006,703.6201117,2774.549515499999,0.0,0.0,0.9662740952,1.0,42.0
2020-10-22 12:00:00,4927.121805,641.8589385,0.0,641.8589385000005,4285.262866499999,0.0,-4.547473508864641e-13,1.0,1.0,42.0
2020-10-22 13:00:00,5021.385205,700.6871507999999,0.0,700.6871507999995,4320.6980542,0.0,4.547473508864641e-13,1.0,1.0,42.0
2020-10-22 14:00:00,1185.2887859999998,567.0907821000001,0.0,567.0907821000001,618.1980038999998,0.0,0.0,1.0,1.0,42.0
2020-10-22 15:00:00,345.918384,612.3871866000001,0.0,345.918384,0.0,0.0,266.46880260000006,1.0,1.0,42.0
2020-10-22 16:00:00,61.4414801,655.1476322999999,0.0,61.4414801,0.0,0.0,593.7061521999999,1.0,1.0,42.0
2020-10-22 17:00:00,2.553250821,679.6499302999999,0.0,2.553250821,0.0,0.0,677.0966794789999,1.0,0.0,42.0
2020-10-22 18:00:00,2.647530072,643.0612812999999,0.0,2.647530072,0.0,0.0,640.4137512279999,1.0,0.0,42.0
2020-10-22 19:00:00,0.0,664.3481893999999,0.0,0.0,0.0,0.0,664.3481893999999,1.0,0.0,42.0
2020-10-22 20:00:00,0.0,707.2103063999999,0.0,0.0,0.0,0.0,707.2103063999999,1.0,0.0,42.0
2020-10-22 21:00:00,0.0,648.1311017999999,0.0,0.0,0.0,0.0,648.1311017999999,1.0,0,42
2020-10-22 22:00:00,0.0,712.2284123,0.0,0.0,0.0,0.0,712.2284123,0.4,1.0,43.0
2020-10-22 23:00:00,0.0,627.2849162,0.0,0.0,0.0,713.1920648301236,627.2849162,0.4,1.0,43.0
2020-10-23 00:00:00,0.0,693.7402235000001,0.0,0.0,0.0,2302.612175115549,693.7402235000001,0.44457450405188276,1.0,43.0
