,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-10-06 08:00:00,813.058798,7566.871508,0.0,813.058798,0.0,0.0,6753.81271,1.0,1.0,26.0
2020-10-06 09:00:00,1094.470733,12628.74721,0.0,1094.470733,0.0,0.0,11534.276477,1.0,0.0,26.0
2020-10-06 10:00:00,3488.262357,5709.534916,0.0,3488.262357,0.0,0.0,2221.2725589999995,1.0,0.0,26.0
2020-10-06 11:00:00,4764.61005,6465.256983,0.0,4764.61005,0.0,0.0,1700.646933,1.0,0.0,26.0
2020-10-06 12:00:00,4706.433188,7430.0153629999995,0.0,4706.433188,0.0,0.0,2723.5821749999996,1.0,0.0,26.0
2020-10-06 13:00:00,2722.383421,9748.433936,0.0,2722.383421,0.0,0.0,7026.050514999999,1.0,0.0,26.0
2020-10-06 14:00:00,389.3544875,10861.054240000001,0.0,389.3544875,0.0,0.0,10471.6997525,1.0,0,26
2020-10-06 15:00:00,515.862829,14422.737130000001,0.0,515.862829,0.0,-1.3642420526593924e-12,13906.874301000002,0.4,1.0,27.0
2020-10-06 16:00:00,79.91130952,14306.446930000002,-2.7569058147491887e-12,79.91130952000276,0.0,3.637978807091713e-12,14226.53562048,0.4,1.0,27.0
2020-10-06 17:00:00,2.645028894,13099.46273,-3.1894487051431497e-12,2.6450288940031896,0.0,3.637978807091713e-12,13096.817701105996,0.4,1.0,27.0
2020-10-06 18:00:00,5.317350349,3719.6383869999995,-1.1173284519827575e-12,5.317350349001117,0.0,1.999999979216625e-05,3714.3210366509984,0.4,1.0,27.0
2020-10-06 19:00:00,0.0,2359.314246,0.0,0.0,0.0,0.0,2359.314246,0.40000000118749995,1.0,27.0
2020-10-06 20:00:00,4.015029548999999,2332.951117,-2.469136006766348e-13,4.015029549000246,0.0,2e-05,2328.936087451,0.40000000118749995,1.0,27.0
2020-10-06 21:00:00,0.0,2407.172943,0.0,0.0,0.0,0.0,2407.172943,0.40000000237499994,1.0,27.0
2020-10-06 22:00:00,2.7798652539999997,1718.235049,-4.698463840213662e-13,2.7798652540004696,0.0,1.999999998490097e-05,1715.4551837459994,0.40000000237499994,1.0,27.0
2020-10-06 23:00:00,1.36695726,1394.8856349999999,-1.6298074001497298e-13,1.366957260000163,0.0,2e-05,1393.5186777399997,0.40000000356249993,1.0,27.0
2020-10-07 00:00:00,1.359524709,1536.284519,-1.9761969838327786e-13,1.3595247090001976,0.0,1.999999863575795e-05,1534.9249942909998,0.4000000047499999,1.0,27.0
2020-10-07 01:00:00,2.8075194710000004,1600.895251,-4.3209880118411093e-13,2.8075194710004325,0.0,2.000000002264855e-05,1598.0877315289995,0.40000000593749985,1.0,27.0
2020-10-07 02:00:00,1.3539515030000002,1637.618056,-4.1655567883935873e-13,1.3539515030004168,0.0,2.0000000038191674e-05,1636.2641044969996,0.40000000712499983,1.0,27.0
2020-10-07 03:00:00,0.0,1522.305439,0.0,0.0,0.0,0.0,1522.305439,0.4000000083124998,1.0,27.0
2020-10-07 04:00:00,0.0,1631.594142,0.0,0.0,0.0,0.0,1631.594142,0.4000000083124998,1.0,27.0
2020-10-07 05:00:00,6.955390684,1763.1843579999997,-3.490541189421492e-13,6.955390684000349,0.0,2.0000000105693234e-05,1756.2289673159994,0.4000000083124998,1.0,27.0
2020-10-07 06:00:00,182.4568079,5017.203338,-5.684341886080802e-14,182.45680790000006,0.0,0.0,4834.7465301,0.4000000094999998,1.0,27.0
2020-10-07 07:00:00,597.7465938999999,5034.528590999999,393.8102972693691,203.9362966306308,0.0,0.0,4830.592294369369,0.4000000094999998,1.0,27.0
2020-10-07 08:00:00,1752.9689059999998,6194.822626,0.0,1752.9689059999998,0.0,0.0,4441.85372,0.42338249590036864,1.0,27.0
2020-10-07 09:00:00,2774.7958120000003,8738.124476,2020.7332055108784,754.0626064891219,0.0,0.0,7984.061869510879,0.42338249590036864,1.0,27.0
2020-10-07 10:00:00,7519.266927,4660.4002789999995,2858.866648,4660.4002789999995,0.0,0.0,0.0,0.5433635299775771,1.0,27.0
2020-10-07 11:00:00,8904.43706,6482.702778,2421.7342820000003,6482.702778,0.0,0.0,0.0,0.7131087372025771,1.0,27.0
2020-10-07 12:00:00,8572.364073,5886.53352,2410.1185651144906,5886.53352,275.71198788550964,0.0,0.0,0.8568992101963271,1.0,27.0
2020-10-07 13:00:00,7639.841322,8039.508379999999,0.0,7639.841322,0.0,0.0,399.6670579999991,1.0,1.0,27.0
