,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-09-24 09:00:00,4561.063975,877.5843794,3683.4795956,877.5843794,0.0,2e-05,0.0,0.5495565999099999,1.0,14.0
2020-09-24 10:00:00,3920.6120920000003,3689.201117,76.81435373005706,3689.201117,154.59662126994306,2e-05,0.0,0.76826320089875,1.0,14.0
2020-09-24 11:00:00,2903.5051710000002,6478.725381,1946.8852636280528,956.6199073719474,0.0,0.0,5522.105473628053,0.7728240531514722,1.0,14.0
2020-09-24 12:00:00,3447.345374,8848.662483,0.0,3447.3453740000004,0.0,0.0,5401.317109,0.8884203656793879,1.0,14.0
2020-09-24 13:00:00,5697.276907,7411.782426999999,-9.094947017729282e-13,5697.276907000001,0.0,1879.2359464524147,1714.505519999998,0.8884203656793879,1.0,14.0
2020-09-24 14:00:00,3646.4625979999996,3214.247566,0.0,3214.247566,432.2150319999996,2e-05,0.0,1.0,1.0,14.0
2020-09-24 15:00:00,913.3128295,3621.596369,0.0,913.3128295,0.0,0.0,2708.2835394999997,1.0,0.0,14.0
2020-09-24 16:00:00,376.0361412,3781.172028,0.0,376.0361412,0.0,0.0,3405.1358867999998,1.0,0,14
2020-09-24 17:00:00,7.818260081,3591.110028,-9.71667191151937e-13,7.818260081000972,0.0,111.76555550267352,3583.291767918999,0.3,1.0,15.0
2020-09-24 18:00:00,0.0,4194.614743,0.0,0.0,0.0,3700.0,4194.614743,0.3066360798579712,1.0,15.0
2020-09-24 19:00:00,1.297367113,3474.6203060000003,-7.460698725481052e-13,1.297367113000746,0.0,2.000000016342483e-05,3473.3229388869995,0.5263235798579712,1.0,15.0
2020-09-24 20:00:00,0.0,2631.2799440000003,0.0,0.0,0.0,660.8067494620568,2631.2799440000003,0.5263235810454712,1.0,15.0
2020-09-24 21:00:00,0.0,2799.919332,0.0,0.0,0.0,0.0,2799.919332,0.5655589817947808,1.0,15.0
2020-09-24 22:00:00,0.0,2761.765363,0.0,0.0,0.0,0.0,2761.765363,0.5655589817947808,1.0,15.0
2020-09-24 23:00:00,0.0,1637.756983,0.0,0.0,0.0,0.0,1637.756983,0.5655589817947808,1.0,15.0
2020-09-25 00:00:00,4.052919706,1069.637378,0.0,4.052919706,0.0,-1.1546319456101628e-14,1065.584458294,0.5655589817947808,1.0,15.0
2020-09-25 01:00:00,1.335300494,1118.810585,0.0,1.335300494,0.0,3.352873534367973e-14,1117.475284506,0.5655589817947808,1.0,15.0
2020-09-25 02:00:00,1.334038112,1125.598053,0.0,1.334038112,0.0,8.348877145181177e-14,1124.264014888,0.5655589817947808,1.0,15.0
